Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64
640,1056.700000,721.300000,751.700000,8554.300000,769.200000,11989.800000,1013.000000,9172.900000,9031.500000,935.200000,1079.100000,11881.800000,802.500000,1025.200000,3350.400000,8484.800000,807.600000,8755.200000,1088.900000,7712.200000,5719.000000,872.000000,805.500000,5996.000000,606.400000,2410.700000,721.300000,5873.000000,725.000000,5559.600000,734.100000,6907.700000,5550.500000,827.100000,813.200000,5689.500000,586.600000,603.800000,715.200000,9974.700000,703.800000,9740.200000,739.700000,5556.200000,5556.200000,859.900000,781.400000,5584.600000,573.700000,577.500000,703.900000,5436.900000,696.300000,5421.500000,728.700000,5576.700000,5562.700000,865.800000,789.900000,5576.200000
1280,1235.450000,405.100000,382.200000,3870.900000,1048.200000,4091.050000,1019.300000,3743.350000,4763.700000,1192.000000,470.900000,3393.800000,922.250000,306.800000,373.200000,4212.800000,1062.200000,3336.000000,1248.200000,3383.550000,2838.300000,1161.150000,411.250000,3417.250000,921.250000,299.750000,354.400000,3365.900000,1091.650000,3357.050000,1099.800000,3365.850000,4153.850000,1177.950000,447.900000,3587.400000,1037.800000,343.700000,388.250000,3464.150000,1002.250000,3347.950000,983.650000,3405.350000,4107.100000,1140.600000,416.550000,3408.800000,1024.650000,339.000000,425.950000,3465.300000,1146.650000,3752.650000,1011.450000,3533.900000,4714.900000,1040.800000,412.350000,3362.300000
1920,330.733333,243.766667,261.800000,2402.433333,725.033333,2337.900000,677.400000,2299.966667,2752.500000,770.166667,274.200000,2864.266667,672.833333,214.500000,241.866667,2247.066667,230.366667,2231.500000,334.466667,1866.466667,1871.600000,279.800000,268.933333,1855.433333,199.533333,200.666667,239.566667,1815.866667,243.900000,1829.666667,247.066667,1844.100000,1852.733333,303.800000,298.000000,2683.166667,185.633333,201.866667,234.600000,2450.000000,241.433333,1849.800000,669.500000,2286.466667,2730.666667,742.466667,261.100000,2277.500000,683.833333,205.500000,236.366667,1871.266667,640.733333,2207.900000,644.033333,2253.833333,3296.866667,268.033333,267.400000,1850.633333
2560,286.225000,182.575000,192.500000,1499.000000,208.100000,1425.225000,194.575000,1440.600000,1415.050000,230.400000,224.950000,1729.350000,160.700000,164.100000,194.050000,1381.225000,498.900000,1732.700000,301.125000,1975.750000,1512.450000,215.425000,218.725000,1434.075000,157.250000,155.450000,176.600000,1400.725000,179.600000,1390.025000,196.925000,1412.275000,1410.600000,220.450000,207.950000,1391.850000,155.950000,154.275000,181.975000,1378.850000,175.750000,1431.625000,187.375000,1404.725000,1409.700000,214.675000,211.725000,1413.550000,160.875000,163.075000,192.575000,1386.975000,190.000000,1382.475000,196.175000,1721.525000,1395.400000,217.975000,206.725000,1394.475000
3200,197.180000,183.540000,176.380000,1707.760000,441.520000,2169.860000,175.920000,1404.940000,1128.720000,185.600000,169.040000,1420.560000,126.740000,124.020000,141.860000,1115.160000,434.700000,1357.940000,493.380000,1374.000000,1122.760000,186.580000,163.500000,1379.620000,137.700000,131.860000,138.820000,1100.840000,155.020000,1093.960000,440.000000,1363.280000,1132.300000,179.560000,162.100000,1119.760000,116.780000,121.860000,138.060000,1078.760000,148.940000,1080.220000,163.400000,1675.900000,1193.420000,183.360000,169.960000,1422.940000,126.840000,115.960000,138.460000,1395.540000,147.260000,1108.500000,157.160000,1135.080000,1119.120000,173.340000,155.980000,1120.540000
3840,158.500000,121.416667,134.733333,1275.333333,380.250000,1194.516667,375.200000,1225.866667,953.800000,158.366667,147.600000,1148.433333,108.750000,103.600000,122.233333,923.166667,126.816667,1174.850000,165.466667,1145.366667,955.016667,155.866667,139.833333,1228.600000,136.033333,107.816667,134.166667,1337.083333,131.900000,1196.500000,132.216667,1151.416667,944.033333,154.083333,140.200000,1148.116667,105.933333,102.916667,122.316667,921.550000,123.316667,916.500000,133.950000,947.133333,929.950000,143.683333,145.850000,1163.450000,107.333333,101.616667,133.166667,923.483333,125.833333,972.066667,127.600000,1140.600000,946.350000,146.216667,147.750000,1152.033333
4480,139.928571,105.657143,115.485714,861.685714,148.914286,1210.200000,119.171429,1094.800000,829.971429,129.300000,127.985714,989.057143,88.700000,88.442857,110.357143,798.414286,107.300000,786.542857,144.000000,800.314286,805.000000,132.542857,123.871429,817.457143,94.985714,93.757143,101.771429,980.128571,109.571429,784.342857,108.257143,799.185714,801.471429,129.157143,121.942857,796.857143,92.500000,90.314286,98.900000,1394.671429,112.514286,784.528571,112.128571,1152.785714,898.257143,130.928571,114.585714,824.428571,87.214286,85.914286,106.185714,799.500000,107.342857,840.300000,117.485714,809.428571,1354.885714,125.400000,127.585714,801.685714
5120,302.962500,107.087500,101.450000,900.512500,104.975000,729.725000,256.062500,868.837500,708.625000,116.737500,114.587500,708.675000,79.312500,74.875000,87.700000,845.137500,104.687500,705.650000,283.450000,864.637500,714.550000,157.125000,113.750000,1180.300000,89.312500,81.987500,90.137500,960.012500,95.725000,863.250000,96.712500,867.875000,713.275000,110.125000,104.375000,853.387500,78.100000,77.612500,88.750000,842.037500,94.675000,688.412500,102.475000,702.512500,695.587500,106.275000,97.400000,852.275000,76.362500,74.512500,85.112500,864.037500,99.887500,836.225000,100.025000,857.512500,704.400000,111.800000,104.725000,708.450000
5760,111.500000,99.922222,96.044444,1003.444444,96.211111,682.055556,95.322222,826.600000,654.977778,108.033333,106.300000,660.688889,71.900000,70.444444,82.900000,618.188889,84.700000,618.911111,115.966667,637.011111,635.266667,104.400000,97.355556,807.422222,74.455556,70.655556,82.322222,611.644444,244.244444,741.366667,243.222222,624.155556,628.088889,96.800000,95.411111,621.144444,67.077778,71.544444,81.677778,884.922222,86.911111,827.088889,93.188889,632.566667,622.444444,97.611111,93.355556,637.188889,100.788889,70.677778,86.888889,626.377778,249.400000,748.933333,244.577778,758.588889,914.677778,249.644444,86.600000,621.722222
6400,111.850000,72.920000,87.780000,714.970000,233.040000,578.560000,82.650000,702.220000,586.400000,97.460000,97.580000,567.010000,66.320000,63.060000,100.340000,800.250000,225.090000,764.710000,113.190000,709.880000,568.940000,94.250000,90.680000,573.570000,64.690000,63.720000,75.380000,556.250000,80.420000,551.920000,76.450000,681.790000,561.720000,88.220000,85.630000,563.640000,64.200000,62.420000,72.690000,548.710000,80.630000,550.430000,77.090000,690.550000,564.450000,90.630000,88.500000,562.650000,63.710000,67.260000,75.860000,577.520000,86.190000,746.440000,83.130000,733.500000,559.140000,115.750000,81.430000,565.300000
12800,47.845000,37.550000,46.655000,377.355000,49.430000,356.570000,55.765000,357.585000,335.825000,53.635000,50.290000,294.605000,33.190000,33.770000,39.665000,284.680000,39.090000,285.405000,52.015000,367.610000,282.950000,43.670000,42.540000,286.335000,43.425000,41.190000,40.505000,461.215000,41.160000,390.030000,41.765000,355.095000,283.390000,47.315000,46.145000,288.840000,33.160000,32.810000,39.490000,281.685000,42.120000,280.750000,39.190000,388.825000,282.320000,47.325000,42.845000,282.735000,30.045000,34.835000,36.925000,275.420000,37.810000,275.690000,40.375000,285.105000,489.270000,109.135000,44.755000,448.280000
19200,34.776667,25.176667,36.670000,305.963333,36.456667,262.820000,28.993333,241.000000,198.706667,37.756667,37.676667,236.896667,71.916667,23.956667,27.123333,193.843333,26.913333,187.010000,36.710000,192.396667,193.943333,32.233333,30.633333,232.616667,22.676667,24.056667,25.960000,187.966667,28.213333,199.723333,28.616667,275.093333,297.050000,81.416667,30.243333,240.943333,63.410000,23.673333,27.620000,226.433333,73.383333,226.650000,26.143333,230.103333,278.320000,79.470000,30.463333,229.723333,69.543333,22.590000,26.250000,229.443333,74.790000,225.546667,68.503333,289.223333,283.076667,79.266667,30.026667,228.163333
25600,25.695000,24.092500,27.797500,229.895000,63.855000,191.130000,56.627500,182.992500,150.165000,30.725000,30.192500,180.352500,16.812500,16.932500,20.375000,140.467500,20.845000,141.362500,27.520000,242.240000,142.817500,23.477500,22.695000,142.855000,17.030000,16.960000,19.507500,249.570000,20.320000,139.220000,20.600000,181.970000,171.417500,25.720000,23.440000,188.137500,16.620000,16.615000,21.067500,148.245000,20.482500,139.992500,21.262500,174.415000,143.750000,23.352500,22.435000,143.580000,17.802500,17.415000,19.930000,140.020000,20.665000,139.422500,21.415000,174.570000,142.957500,22.917500,22.580000,142.162500
32000,50.796000,18.704000,28.534000,196.958000,54.672000,161.130000,47.148000,151.162000,176.770000,54.906000,25.690000,146.916000,43.508000,14.482000,17.448000,116.716000,17.702000,115.764000,28.956000,210.484000,200.578000,24.898000,20.434000,209.770000,52.174000,19.554000,21.468000,177.958000,20.472000,175.140000,21.370000,183.778000,207.200000,24.024000,22.880000,184.986000,24.050000,19.138000,22.502000,202.892000,19.294000,200.806000,18.086000,161.246000,116.444000,20.268000,19.198000,120.176000,14.136000,14.384000,17.134000,115.378000,17.238000,113.268000,16.764000,140.538000,118.278000,19.806000,18.474000,144.686000
38400,23.311667,17.765000,26.886667,157.036667,24.785000,130.010000,23.765000,127.830000,106.136667,26.075000,25.866667,127.121667,14.318333,14.373333,16.521667,95.518333,16.948333,96.566667,27.331667,120.303333,98.196667,19.041667,18.398333,98.778333,13.871667,14.593333,16.168333,93.498333,16.340000,98.386667,20.550000,139.806667,108.395000,19.041667,17.841667,119.645000,13.923333,13.616667,15.573333,117.563333,16.686667,116.268333,16.638333,117.450000,96.978333,17.911667,17.790000,117.966667,13.901667,14.423333,16.173333,95.043333,16.685000,93.985000,16.813333,119.028333,98.255000,18.591667,17.460000,142.360000
44800,17.821429,14.472857,21.151429,128.472857,21.705714,109.528571,15.994286,108.521429,91.695714,22.851429,22.602857,108.871429,12.351429,11.997143,18.154286,81.864286,14.420000,80.907143,17.250000,102.901429,85.261429,16.251429,15.685714,102.590000,12.000000,11.767143,13.665714,114.307143,38.298571,124.434286,34.977143,116.308571,85.071429,15.815714,15.800000,105.431429,12.144286,12.887143,14.332857,83.895714,13.774286,83.845714,14.761429,86.181429,84.057143,16.212857,15.241429,102.677143,12.067143,12.294286,13.618571,81.117143,13.890000,80.794286,14.461429,101.720000,84.284286,39.612857,15.072857,126.431429
51200,15.893750,13.098750,19.687500,112.267500,38.697500,93.775000,32.352500,97.302500,81.543750,21.498750,21.117500,151.265000,10.613750,10.728750,13.185000,72.748750,13.065000,71.100000,14.852500,89.605000,73.775000,14.640000,14.178750,90.346250,11.037500,11.121250,13.448750,107.625000,12.863750,79.282500,12.626250,90.353750,74.002500,13.848750,13.662500,89.257500,10.783750,10.836250,12.461250,88.050000,12.570000,70.793750,12.783750,90.123750,74.576250,13.996250,13.365000,73.448750,10.863750,10.876250,12.241250,70.903750,15.716250,89.326250,14.048750,100.115000,76.975000,14.481250,13.760000,91.593750
57600,14.930000,11.801111,18.704444,89.281111,18.847778,85.462222,12.876667,88.204444,73.721111,19.831111,20.225556,87.216667,9.670000,9.591111,11.266667,77.358889,11.910000,63.118889,13.947778,80.210000,66.525556,17.221111,12.973333,96.746667,9.677778,9.602222,11.248889,85.621111,11.803333,77.640000,10.938889,84.704444,65.672222,12.843333,11.938889,80.154444,9.213333,9.502222,10.634444,63.211111,10.671111,62.770000,11.461111,80.003333,66.087778,12.222222,12.073333,79.302222,9.713333,11.814444,14.276667,105.041111,11.431111,85.956667,11.181111,80.741111,67.250000,13.060000,11.970000,83.420000
64000,12.540000,10.754000,17.276000,80.655000,18.296000,77.341000,11.426000,97.018000,67.090000,19.295000,19.138000,79.543000,8.297000,8.880000,10.769000,70.777000,10.693000,84.592000,27.802000,78.149000,86.528000,26.035000,11.539000,73.015000,9.031000,9.445000,10.588000,70.332000,10.021000,57.004000,10.377000,71.929000,59.460000,11.573000,11.399000,71.822000,8.838000,9.053000,10.227000,57.229000,10.055000,57.654000,10.221000,71.545000,59.503000,12.135000,11.808000,82.298000,23.217000,9.100000,10.523000,75.906000,10.575000,70.861000,10.302000,62.683000,85.360000,26.044000,11.131000,70.604000
128000,9.942000,8.658000,14.340000,42.071000,23.246000,40.577000,15.258000,46.086000,52.632000,14.896500,21.611000,52.810000,5.671500,6.289000,7.095500,39.771000,7.232500,46.018500,8.165000,42.546500,32.437000,7.989500,7.592500,38.824500,5.542500,5.478000,6.637000,36.892000,6.938000,36.132000,6.370500,38.016000,31.799500,7.141500,7.402000,31.515000,6.198000,7.167000,6.774500,42.473500,14.273500,38.022000,13.995000,38.082500,44.604000,14.101500,7.416000,38.072500,13.153000,6.032000,6.210000,37.235000,6.670500,29.917500,6.899000,37.279500,32.127000,7.604000,7.252000,47.345500
192000,9.361333,7.068333,13.074667,38.979333,22.769667,31.370333,7.706000,35.058667,35.115667,13.512333,13.810000,34.345000,4.683667,4.928667,5.997333,20.707667,6.152667,24.286333,6.148667,27.786000,22.370667,6.502667,6.515333,26.501333,4.816000,5.064667,6.521667,20.083333,15.600333,29.058667,10.433667,28.500000,30.924000,10.807000,6.060000,26.133333,10.584667,4.984333,5.557000,24.137667,15.372667,23.895000,10.146000,25.633000,22.223333,10.682667,5.865667,25.975667,10.759667,5.028000,5.538667,23.981333,14.507333,25.462000,6.040333,30.187000,23.583000,6.099333,5.867000,26.656000
256000,9.265250,6.792250,12.827500,24.759250,12.804000,23.038000,6.820000,28.137500,28.275750,13.248750,13.098000,27.876000,4.279250,4.332750,5.450000,18.827250,5.571250,20.339500,5.828750,24.201500,19.149000,5.751750,5.808750,21.391250,4.250500,4.460250,5.028750,18.869250,5.058500,15.430500,4.727250,20.807750,17.539500,5.390500,5.330000,20.391500,4.473750,4.482250,4.880500,18.271000,5.071500,18.481250,5.588750,24.199250,19.308750,5.290500,5.307500,21.017500,4.589000,4.609500,4.987500,18.745500,5.037750,18.820500,4.920500,20.648000,17.356000,5.315750,5.224500,20.259500
320000,16.960200,9.280600,14.906600,22.522000,12.659200,20.419200,7.845000,30.476200,27.929800,12.808800,15.607200,25.418600,4.232400,4.088000,5.149600,15.803200,5.808400,15.947400,5.026000,17.740200,15.172400,5.313200,5.299000,17.560200,4.071200,4.174000,4.643800,15.366600,4.702600,16.140000,4.959800,20.148400,16.814200,7.758400,4.880000,17.374600,6.946200,4.343800,4.602400,15.171400,7.361200,18.789400,7.451000,23.085000,18.783000,7.659200,4.752200,17.007800,7.240400,4.348800,4.627800,21.240600,9.923200,15.956000,7.526400,19.896800,20.836600,7.875600,4.976800,17.445400
384000,13.303833,6.344333,13.931167,18.411833,16.658000,17.439500,6.428167,22.169000,22.271167,12.340333,14.634833,27.388000,3.925667,3.963333,4.777667,13.029500,4.978500,13.347500,4.792333,15.824333,13.427833,5.098167,5.141500,15.294833,3.786667,3.987000,4.484500,12.962500,4.615500,12.862000,4.133500,14.689500,12.779500,4.812833,4.780667,14.922833,4.093000,4.218500,4.425833,12.808000,4.491333,13.444000,4.438500,15.969167,12.825000,5.092500,4.690000,14.824833,4.227833,4.185500,4.471500,13.178833,4.500167,13.425667,4.422667,14.980167,12.913333,4.704000,4.810000,15.079833
448000,10.642714,6.469286,13.872429,16.661286,15.067143,19.038143,11.897571,21.996429,20.762571,12.419429,14.280143,21.075429,3.822143,3.892429,5.202143,11.568143,4.991143,11.525857,4.500286,13.548286,11.907714,4.958857,5.141000,13.754143,3.724571,3.832286,4.386000,13.809571,4.554571,12.202571,4.042857,13.602857,18.164000,4.660286,4.538714,13.302429,3.947143,4.032857,4.274143,11.450857,4.471286,11.331571,4.204286,13.108143,11.563429,4.496143,4.590429,13.101286,4.100714,4.070571,4.418571,12.252857,6.827000,13.027857,6.335143,13.689429,15.242429,6.978429,5.028286,13.123286
512000,13.644125,10.012750,13.822500,15.574250,13.663750,14.304000,6.209000,19.477000,19.555000,13.745500,14.286250,19.414875,7.717125,4.489625,4.820125,12.564375,4.867875,10.943875,4.367000,12.382750,12.527125,4.768875,4.926375,12.483250,3.699750,3.746250,4.281375,10.115125,4.348250,10.101125,7.569000,11.885500,16.807750,4.414875,4.827000,11.913500,4.333500,3.996125,4.256500,12.059625,4.299250,10.739750,4.085875,12.321500,10.673500,4.415000,4.379875,12.109625,7.298000,4.031750,4.195500,10.103875,4.324500,10.124125,4.206625,11.950750,10.557750,4.416875,4.492250,16.136000
576000,11.553333,5.796889,13.245333,15.688222,13.567778,13.902222,6.131889,19.177222,18.896667,13.448889,13.737111,18.804667,4.160333,3.660333,4.347111,7.930667,4.730222,7.884333,4.140667,10.126889,11.667000,7.703778,4.881333,13.820889,3.659333,3.647333,4.042444,8.326444,4.327000,7.846333,3.849111,9.692444,11.165778,7.257333,4.273667,9.780222,3.693444,3.687333,6.902000,7.699778,4.093222,8.172556,3.965111,9.630000,14.551111,7.440556,4.155889,12.581111,6.813556,3.938444,4.057889,8.390778,4.211556,7.790222,4.114778,9.733000,11.115000,4.255889,4.146111,9.723333
640000,11.308800,5.905900,14.324900,16.418500,13.627500,13.323000,6.437900,19.987100,18.645900,13.771700,13.322200,18.503000,3.622900,3.673100,4.392900,8.874700,5.021200,8.622300,4.056200,10.598200,10.682000,4.580200,4.681700,10.731100,3.595200,3.646600,4.074600,8.232600,4.164800,8.739000,4.017500,11.327700,10.468500,4.242100,4.225600,10.548200,3.704600,4.156200,4.039200,8.376300,4.076300,8.375700,3.887300,10.142200,10.263700,4.150600,4.491100,10.454900,3.818800,3.892100,4.028500,8.533500,4.827700,10.659800,4.071500,11.118100,11.852800,6.885400,5.413000,10.452800
1280000,10.744500,9.259250,13.553550,10.246700,12.107600,9.867150,7.716500,18.556850,17.103900,12.975200,12.318050,17.894250,4.687750,3.564850,4.740100,6.984100,4.187200,5.986600,3.534300,9.945400,10.044700,5.596450,4.209500,9.124900,3.991900,3.901700,4.253700,7.337150,3.751950,5.696050,3.323700,8.940700,9.412500,5.105650,3.811800,9.915550,4.987250,4.063050,4.263300,6.768400,3.689300,5.898450,3.504550,9.492700,9.423750,5.151400,3.721950,9.005350,4.875600,4.137350,4.274150,6.096150,3.699500,5.831500,3.569300,8.918800,10.294850,5.438550,4.344100,12.117750
1920000,9.106900,7.819600,11.640600,8.790033,13.167533,8.038100,5.916500,13.036233,13.055833,12.280467,11.890333,13.053167,3.284067,3.606933,4.050667,3.876900,4.469833,4.731167,4.274500,6.117033,6.566733,4.808800,4.451733,6.031100,3.978767,4.136433,3.878667,3.722633,4.991100,3.703900,4.426833,5.545400,5.620733,3.989833,4.065333,5.798967,3.388567,3.655900,4.085167,4.669867,4.451500,3.925967,4.167567,5.609800,6.494200,4.365033,3.923367,5.638833,4.219033,3.770567,4.875167,3.847000,4.816900,3.800900,4.281167,5.552433,5.580467,5.167200,4.106500,7.216133
2560000,8.456375,8.123050,12.863575,8.867950,11.520575,9.203000,6.502250,14.026300,14.126375,12.079875,11.722475,13.252750,3.963775,3.456200,4.219675,4.654525,4.292625,4.375000,3.629100,6.933725,6.724550,5.484700,4.331050,6.220450,3.757100,3.456575,3.817475,4.484450,3.823925,4.185825,3.408800,5.647175,6.607625,4.260350,3.875200,5.751500,4.667375,3.554475,3.756625,4.842650,3.785525,4.290600,3.579125,5.996725,5.833625,4.248050,3.827175,5.674300,4.012825,3.675350,3.797275,4.555900,3.780875,4.339925,3.696725,5.742650,5.836225,4.205325,3.856175,6.535875
3200000,7.911980,7.322960,11.934440,8.835900,12.063120,8.365780,6.087940,12.772540,12.381240,12.584220,11.638920,12.943420,3.715500,3.352260,4.090100,4.619980,4.191840,4.337600,4.310920,5.873480,5.654700,4.534920,4.866500,6.121380,3.601100,3.297760,3.656060,4.329340,3.727640,4.147200,3.929980,4.721960,4.880280,4.661740,3.750940,4.662280,3.720620,3.775040,3.724240,4.628780,3.653480,4.315520,3.447840,4.945520,5.488220,3.982680,3.673220,4.639740,4.419340,3.545940,3.631000,4.404460,3.656120,4.833680,4.152920,4.615000,4.754800,4.151700,3.758440,5.399400
3840000,8.378000,8.217517,11.568133,7.746317,12.169850,7.830250,6.243183,12.759550,12.759433,12.160417,12.093200,13.002717,3.567500,3.764500,5.004233,3.355817,4.998333,4.247433,3.731050,5.231967,5.209117,4.315267,4.629883,5.351833,3.486667,3.742083,4.587150,3.180383,3.934533,3.075783,3.509567,4.953733,5.245383,3.883633,4.239550,4.957617,3.773667,3.814433,4.546133,3.435533,3.816117,3.181233,4.127600,4.857200,4.871333,3.829950,4.021450,5.407400,3.676417,3.905933,3.981633,3.175717,3.822183,3.197617,3.709183,5.444933,5.514533,4.350933,4.041033,5.050200
4480000,7.979300,7.623686,11.506771,7.625643,11.827114,7.543186,5.695814,12.972514,13.067600,12.220814,11.953071,12.734000,3.636829,3.719014,4.069129,3.593371,4.280886,3.571686,4.122757,4.242714,4.303286,5.117229,5.179071,4.401457,3.419943,3.182286,3.542757,3.390400,3.605329,4.106800,4.225214,3.955571,3.647914,5.120000,3.905914,4.035386,3.561000,3.283143,3.477886,4.384829,3.696157,4.572900,4.123700,3.719843,4.041471,4.016857,3.505257,3.754629,3.644371,3.429043,3.495371,4.313571,4.032243,4.533100,4.719571,4.103943,3.744857,3.971243,3.545857,3.643443
5120000,8.352937,7.208600,11.596875,7.193087,11.752488,6.907138,6.014938,12.584350,12.599650,12.067550,12.458137,12.709550,3.980175,3.412387,4.312812,2.825125,4.092562,2.550962,3.243138,4.933725,4.953100,4.653688,4.085075,4.633538,3.490463,3.155175,3.504313,2.409150,3.569463,3.285887,3.352150,4.532675,4.604787,3.864313,3.958650,4.264475,3.589062,3.288537,3.458638,2.376288,3.498400,2.333175,3.680487,4.111487,4.114388,3.795450,3.491038,4.111038,3.924050,3.792962,3.485175,2.722762,3.522137,2.448800,3.421887,4.126412,4.463063,3.815350,3.530213,4.554462
